"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/interceptor/CookieInterceptor.java:245:31:245:46""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","163","18","163","21"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/interceptor/CookieInterceptor.java:245:31:245:46""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","172","25","172","28"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/interceptor/CookieInterceptor.java:245:31:245:46""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","185","27","185","30"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","224","35","224","38"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","237","56","237","59"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","257","29","257","32"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","273","31","273","34"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","275","39","275","42"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","292","38","292","41"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","299","26","299","29"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","308","56","308","59"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","324","29","324","32"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","349","30","349","33"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","361","34","361","37"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlValueStack.java","369","26","369","29"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlUtil.java","167","23","167","27"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlUtil.java","205","23","205","32"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlUtil.java","218","23","218","32"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlUtil.java","231","21","231","24"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].
OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/interceptor/CookieInterceptor.java:245:31:245:46""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlUtil.java","315","31","315","34"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlUtil.java","363","38","363","41"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlUtil.java","379","38","379","41"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/util/TextParseUtil.java","45","57","45","66"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/util/TextParseUtil.java","67","54","67","63"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/util/TextParseUtil.java","123","46","123","55"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/ognl/OgnlUtil.java","653","22","653","25"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/validator/DelegatingValidatorContext.java","148","48","148","59"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/validator/DelegatingValidatorContext.java","160","37","160","39"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/util/AbstractLocalizedTextProvider.java","433","88","433","94"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/validator/validators/ValidatorSupport.java","109","60","109","73"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/validator/validators/ValidatorSupport.java","115","56","115","62"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/result/StrutsResultSupport.java","221","17","221","21"
"OGNL Expression Language statement with user-controlled input","Evaluation of OGNL Expression Language statement with user-controlled input can lead to execution of arbitrary code.","error","OGNL Expression Language statement depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/util/TextProviderHelper.java","76","34","76","36"
"Regular expression injection","User input should not be used in regular expressions without first being escaped, otherwise a malicious user may be able to provide a regex that could require exponential time on certain inputs.","error","This regular expression is constructed from a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/config/entities/AllowedMethods.java","137","52","137","58"
"Regular expression injection","User input should not be used in regular expressions without first being escaped, otherwise a malicious user may be able to provide a regex that could require exponential time on certain inputs.","error","This regular expression is constructed from a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/validator/validators/RegexFieldValidator.java","141","39","141","48"
"Regular expression injection","User input should not be used in regular expressions without first being escaped, otherwise a malicious user may be able to provide a regex that could require exponential time on certain inputs.","error","This regular expression is constructed from a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/validator/validators/RegexFieldValidator.java","143","39","143","48"
"Regular expression injection","User input should not be used in regular expressions without first being escaped, otherwise a malicious user may be able to provide a regex that could require exponential time on certain inputs.","error","This regular expression is constructed from a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java","119","46","119","50"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]], which may cause a response-splitting vulnerability.","/core/src/main/java/org/apache/struts2/result/StreamResult.java","263","60","263","107"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]], which may cause a response-splitting vulnerability.","/core/src/main/java/org/apache/struts2/result/HttpHeaderResult.java","190","52","190","61"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///plugins/rest/src/main/java/org/apache/struts2/rest/DefaultHttpHeaders.java:112:26:112:48""]], which may cause a response-splitting vulnerability.","/plugins/rest/src/main/java/org/apache/struts2/rest/DefaultHttpHeaders.java","120","44","120","46"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///plugins/rest/src/main/java/org/apache/struts2/rest/DefaultHttpHeaders.java:112:26:112:48""]].","/plugins/rest/src/main/java/org/apache/struts2/rest/DefaultHttpHeaders.java","120","44","120","46"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/components/Include.java","247","61","247","72"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/result/ServletDispatcherResult.java","140","73","140","85"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/runtime/JspRuntimeLibrary.java","976","61","976","72"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/runtime/PageContextImpl.java","706","33","706","36"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/plugins/portlet/src/main/java/org/apache/struts2/portlet/dispatcher/DispatcherServlet.java","42","33","42","42"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/plugins/portlet/src/main/java/org/apache/struts2/portlet/result/PortletResult.java","129","29","129","41"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/plugins/portlet/src/main/java/org/apache/struts2/portlet/servlet/PortletServletContext.java","130","82","130","85"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/plugins/portlet/src/main/java/org/apache/struts2/portlet/result/PortletResult.java","222","51","222","63"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/plugins/portlet/src/main/java/org/apache/struts2/portlet/servlet/PortletServletRequest.java","593","27","593","30"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/RequestUtils.java:63:30:63:53""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/RequestUtils.java:65:29:65:51""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/dispatcher/ExecuteOperations.java:56:28:56:48""]].","/core/src/main/java/com/opensymphony/xwork2/util/ClassLoaderUtil.java","105","78","105","89"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/RequestUtils.java:63:30:63:53""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/RequestUtils.java:65:29:65:51""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/dispatcher/ExecuteOperations.java:56:28:56:48""]].","/core/src/main/java/com/opensymphony/xwork2/util/ClassLoaderUtil.java","108","70","108","81"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/RequestUtils.java:63:30:63:53""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/RequestUtils.java:65:29:65:51""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/dispatcher/ExecuteOperations.java:56:28:56:48""]].","/core/src/main/java/com/opensymphony/xwork2/util/ClassLoaderUtil.java","115","38","115","49"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/RequestUtils.java:63:30:63:53""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/RequestUtils.java:65:29:65:51""]].
This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/dispatcher/ExecuteOperations.java:56:28:56:48""]].
This path depends on a [[""user-provided value""|""relative:///plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/servlet/JspServlet.java:241:35:241:55""]].
This path depends on a [[""user-provided value""|""relative:///plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/servlet/JspServlet.java:240:26:240:49""]].","/core/src/main/java/com/opensymphony/xwork2/util/classloader/ReloadingClassLoader.java","141","37","141","40"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/util/classloader/ReloadingClassLoader.java","145","45","145","48"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].
This path depends on a [[""user-provided value""|""relative:///plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/servlet/JspServlet.java:241:35:241:55""]].
This path depends on a [[""user-provided value""|""relative:///plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/servlet/JspServlet.java:240:26:240:49""]].","/core/src/main/java/com/opensymphony/xwork2/util/finder/ClassLoaderInterfaceDelegate.java","38","40","38","48"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/com/opensymphony/xwork2/util/finder/ClassLoaderInterfaceDelegate.java","46","48","46","51"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/components/template/BaseTemplateEngine.java","89","55","89","58"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/components/template/BaseTemplateEngine.java","140","13","140","20"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/components/template/BaseTemplateEngine.java","141","38","141","45"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/dispatcher/multipart/JakartaStreamMultiPartRequest.java:313:40:313:59""]].","/core/src/main/java/org/apache/struts2/dispatcher/multipart/JakartaStreamMultiPartRequest.java","49","22","49","25"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/dispatcher/multipart/JakartaStreamMultiPartRequest.java:313:40:313:59""]].","/core/src/main/java/org/apache/struts2/dispatcher/multipart/JakartaStreamMultiPartRequest.java","321","21","321","24"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///core/src/main/java/org/apache/struts2/dispatcher/multipart/JakartaStreamMultiPartRequest.java:313:40:313:59""]].","/core/src/main/java/org/apache/struts2/dispatcher/multipart/JakartaStreamMultiPartRequest.java","370","85","370","88"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/result/PlainTextResult.java","135","51","135","58"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///bundles/demo/src/main/java/actions/osgi/HelloWorldAction.java:9:21:9:27""]].","/core/src/main/java/org/apache/struts2/views/xslt/XSLTResult.java","262","85","262","88"
